,text,label
35,"this film has no plot, no good acting, to be honest it has nothing, the same songs play over and over awful acting and if you can actually sit there and watch the whole thing and enjoy it there is something wrong with you. I wish i could give this 0 out of 10 but i cant so it has to be a 1 which is generous! ice-t isn't even a good rapper and even worse at acting, every bit of the film is rubbish, i got this film on DVD without knowing what it was for the price of £1.99 and thought that i had picked up a bargain, i then looked at the IMDb rating and didn't take it into consideration but after watching it found out that the DVD i had bought was a complete waste of time, money and electricity. if you have this film there are two things you can do sell it to someone who doesn't know about it or burn it!",0
3258,"I saw ""Caddyshack II"" when I was ten and I mostly laughed because of the horse scene. I should have realized that the movie was as empty as...I can't come up with a good comparison. It's stupid and not even really funny. The cast members from the original who chose not to star in this made probably the best choices that they ever made in rejecting this; why, oh why, did Chevy Chase return?! And how on earth did Jackie Mason, Robert Stack, Dyan Cannon and Dan Aykroyd get involved in this swill?! I bet that every person who had his/her name even remotely attached to this junk (e.g., the caterer) is ashamed beyond redemption. So, all in all, it's beyond dreadful, terrible, and everything such. Avoid it like you would the Ebola virus.",0
4292,Recycled and predictable plot. The characters are as memorable as the story line. We came in few minutes late and only saw the end of the opening scene which turned out to be a good thing since it was too intense for a 3 and a 4 year old. Overall a disappointment.,0
9999,Worst movie ever seen. Worst acting too. I cannot imagine a movie worse then this. Nothing to see. No acting at all.T hey (actors) should look for another job. I cant't understand who was stupid enough to actually put money into this movie.<br /><br />I'm sorry for Eric Roberts. Must be tough...I cannot imagine how HUUUGE his mortgage must be to justify taking the job!<br /><br />The ladies in the movie...perhaps they better stick to XXX.<br /><br />As for the LEADING MAN...what a lead! He better be put on a lead and stay there! I can see him being more successful at barking rather than acting. <br /><br />Overall rating: Do NOt rent...DO NOT BUY!,0
6348,"George Segal lives with his elderly and senile mother. There are many jokes about her Alzheimer's-like dementia and most of them aren't funny, though there were a few funny moments sprinkled in here and there (such as the nude running through the park scene and the old folks home). At first, Segal tries to kill his mother because she's tough to live with and because he's a selfish guy. Making the film sort of like a Wiley Coyote versus the Roadrunner comedy where he tries again and again to kill this indestructible gal would have been a hoot--too bad this was NOT the overall tone of the film.<br /><br />I do applaud Carl Reiner's attempt to make a tasteless film that is intended to offend everyone. I have a special place in my heart for films like ED AND HIS DEAD MOTHER, EATING RAOUL and HAPPINESS OF THE KATAKURIS--all films about death that dare to offend. The problem here, though, is that WHERE'S POPPA? has some funny moments, but it also has a lot of flat ones and the overall product is amazingly bland. Plus topics such as homosexual rape, incest and the like are really difficult to make funny. I read in ""THE ROUGH GUIDE TO CULT MOVIES"" that it is considered a cult film, though I just can't see anyone wanting to see this more than once.",0
3611,"The gate to Hell has opened up under Moscow. A priest, played by Vincent Gallo, goes to the city to find a friend who has gone missing in the tunnels under the city in an attempt to find the gateway. Wandering around underground he and his colleagues have to deal with the tunnels inhabitants both human and demonic. Good idea with a good cast of second tier actors goes nowhere much like the tunnels that are its setting. I've watched this twice now and I still have no idea why this is suppose to be scary when not a heck of a lot happens other then people talk about the evil and we see shadow forms. Nothing is clear and honestly I didn't see the point of it all other than provide a pay check for those involved (Second billed Val Kilmer is in a couple of fleeting scenes that don't amount to much other than to allow him to be billed as in the film.) The idea is really good, the performances are fine, the script goes nowhere. Take the advice of several of the characters in the film and don't cross the river to see this.",0
7462,"This is a polarising film. People either love it or despise it, it seems. Me, I despise it. The film comes from the same context as Lindsay Anderson's Oh Lucky Man, but while that is a masterpiece, this is just horrible.<br /><br />Both films take Kafka's unfinished novel - America, for their inspiration and general ideal. America is a surreal story of a youth's travels through the country. Kafka uses the this character as a pure observer, one who does not change over the course of the journey (although the book is about 300 pages and still seems only a quarter finished, so we'll never know). Allowing Kafka to concentrate and comment on the absurd/surreal situations and surroundings. Oh Lucky Man follows this same template to show Britain through the eyes of Malcolm McDowell and Weekend does the same for France.<br /><br />Both films are also hugely Brechtian, using various tricks and techniques to point up the fact that this is NOT REAL, this is confabulation etc. But the difference comes where Oh Lucky Man uses the constructed film to convey the absurdity of life and the class system, Weekend uses the constructed film to bludgeon us to death with ideological polemic. Because Godard goes further than Anderson in his Brechtian principles, we end up with two principle characters in which we have no investment, at all. We're forced to spend 90 minutes with them, yet we couldn't care less about them. Deliberately so. But in doing this, Godard leaves us with a film that is entirely about his own message, which, in the first half of the film is provided through relentless and overbearing symbolism, and in the second half through a series of long speeches directed to camera. Combined with unpleasant and unnecessary scenes such as the really horrible pig slaying, far worse than any of the off camera violence of the car crashes.<br /><br />The end result is like listening to a student political apparatchik droning on and on and on about his views whilst repeatedly kicking you in the head so that you get the message. The problem with Brecht is, if you alienate the audience too much, then you've alienated them from what you are trying to convey. Which always seemed self evident to me.<br /><br />The parts that really stick in the craw for this movie though, is the contrast between the extremely sexually explicit verbal description of the threesome at the start and the off-screen comical rape in the middle, which, even if it could be viewed as allegorical, completely destroys the film's faith in itself and it's characters, what little of it existed in the first place. It's so French with a capital F, it hurts.<br /><br />Watch Oh Lucky Man instead. That is a work of genius. Weekend is a work of pretension.<br /><br />Two stars, and only for the traffic jam scene and the piano scene, which are just hints at genius, although they actually make the end result more frustrating and unsatisfying as without them, this is a bad film by the worst most pretentious director in the world, with them, well it's obvious that this is a damn good technical director making the most intellectually pretentious film in the world. Somehow that's far worse.",0
10547,"Went with some friends and one of my friends mom, thinking it would be a good way to start off the spring break, but the movie turned out awful. We all agree it shouldn't have been PG-13. More like R material. Lots of sexual dialog, cussing and referring to boy and girl parts (below the waist). Not worth the time or money. Strongly urge you not to go, or rent it when it comes out. If you do end up going, don't take smaller children. Not the type of movie to see with the family! If curious about the content, check out the content advisory section on the Superhero Movie page on IMDb. Most of the content that was meant to be funny was extremely crude. Especially when they make fun of Steven Hawking.",0
3038,"Even though I tried to avoid German films recently, positive reviews lured me into renting this one. There I stand fooled again by German media which has been hyping domestic flicks over and over again. To me it is no wonder no one abroad wants to see this crap. The idea to make this film is no idea at all (I guess some fool read a women's magazine article about speed-dating). In short: The characters (which are none), dialogue and content are so stunningly trivial, trite and cliché-ridden, I continued watching because I could hardly believe what I saw. BTW to call the flat theses mechanically delivered by the figures (certainly from the aforementioned magazines) dialogue, would be simply incorrect. Acting is so over-the-top, I can't remember worse than that on screen in a long time. You have to guess the director had/has no clue at all. Amazingly distributors and producers around the country are still wondering why German films (with rare exceptions) generate no interest world-wide. Why? Because it's waste of time and money.",0
1074,"Having spent all of her money caring for her terminally ill spouse, recently widowed Karen Tunny (Lori Heuring) moves with her two daughters Sarah (Scout Taylor-Compton) and Emma (Chloe Moretz) to her late husband's run-down family home in rural Pennsylvania, where local legends speak of zombies who roam the woods at night.<br /><br />Just seeing the names of this film's writer and director in the opening credits was enough to send shivers up my spine: Boaz Davidson is the 'genius' responsible for penning the scripts for such STV titles as Octopus 1 & 2, Spiders and Crocodile, whilst J.S. Cardone gave us the godawful 'video nasty' The Slayer and dull vampire flick The Forsaken. With such dubious talent responsible, I didn't expect much from Wicked Little things.<br /><br />And having just finished the film, I'm glad I kept my expectations low.<br /><br />Although the movie looks good at times, with lovely use of the eerie woodland locale, and the cast give reasonable performances given the clichéd drivel that they are working with, the plot is so laboured, poorly written, and derivative that it's impossible to be enthusiastic about. Most importantly, perhaps, the film's killers, undead children who rise each night from the mine in which they died, aren't in the least bit scary, a smudge of makeup, black contacts and some crappy joke shop scars doing very little to add to the sense of menace. Scout Taylor-Compton and company do their best to look afraid of the tiny terrors, screaming convincingly with every confrontation, but their admirable attempts to instill a sense of fear in the audience is to little avail: the little blighters just ain't got what it takes to chill the blood.<br /><br />There are a few lacklustre zombie chow scenes in a futile bid to win over gore-hounds, and the final kill, which sees the victim's blood drench both Compton and Heuring, is suitably tasteless, but on the whole, Wicked Little Things (AKA Zombies in the UK) is instantly forgettable trashjust another clunker in the filmographies of Cardone and Davidson.",0
10764,"The worse film i have every seen. Like the other honest reviewers, it is just an excuse for getting naked birds with their juggs out. Don't get wrong, naked women isn't a bad thing but there is another film genre for that. <br /><br />Boyfriends beware. I sold this to my girlfriend as a classic bike gang fest (due to reviews) to be greeted with every other scene full of naked women gyrating about the place. Slap in the chops for me.<br /><br />What makes me laugh the most is all the dogey bike dives they went to in the film were full of models with the works cosmetically - what biker bars have these? They are usually slightly haggard with tattoos and far saggier juggs! Completely unrealistic.The acting is terrible, loads of pointless swearing and a complete waste of time storyline.<br /><br />Did anyone check out Vinnie Jones's attempt at an American accent? Its as embarrassing as his football skills.<br /><br />Avoid like the plague. The only reason you would watch this film is if you are a young lad who cant access p@rn and have nicked it from their parents movie collection for a few pervy kicks!",0
1847,"This is one of the worst movies EVER made. I can't believe how bad it was. I was shocked at the awfulness of the ""ghoulies"" masks. They are OBVIOUSLY Halloween masks! The mouths don't even move when they talk!!!!! Why did they feel the need to make the ghoulies comical and goofy? Whenever they do anything there seems to be this circus-like music and overused BONK and BOING noises when they hit people. The bondage dominatrix lady is one of the worst actresses I have ever seen. This movie is just bad. The plot is nonexistent. The mom from ONE TREE HILL is in this though and she has obviously had a nose job since this was made. Why did the main character from the first movie return to make this garbage? BAD BAD BAD movie.",0
5149,"When you watch the making of with this DVD - they tell you what is attempted here- they are retelling the bible story of good versus evil & trying to preach it to a main stream movie audience. In a modern society such as ours, this is where the film fails. There are way too many sheep depicted in this movie. People are too empowered for this type of preaching today.<br /><br />As far as the acting, directing, & technical functions, they are done OK. Chuck Norris actually is OK as an angel as the unpredictable appearance of Norris as an angel is no more absurd than Tommy Smothers was in the 1960's sit com.",0
7843,"This movie was just horrendous. How could anybody like this movie, and for the ones who liked it because of the jokes, they should really take a long hard look in the mirror and ask themselves if stereotypes are not bad. Ignoring the face of the racial stereotypes, this was just awful. It never had its moments, if it paid homage to 1980's, ""Airplane!"", it needs to pay some more. Awful acting, terrible script writing, even for a movie with Mo'Nique or Tom Arnold. This movie was bad from the beginning, but people might have seen the whole thing, by the thought that the plane would crash. One of the worse movies ever, stay away.",0
478,"The implausibility of the plot has been noted by several commentators, particularly the immense amount of trouble Fr McKenna would have had to have gone to, and the sheer impossibility of some of the calculations he would have had to have made, including that Langdon was going to decipher each clue in minutes. McKenna is branded; a few seconds later he is giving orders, and a few minutes later, he is running (literally) around in charge of operations -- in real life, he would be in shock. And, as usual in thrillers, the assassin doesn't kill the heroes, giving as his only lame explanation that they were not on the list of those to be killed, as though every other innocent bystander he shot was. I have always used Independence Day as the hallmark of a truly awful film (US President commandeers jet plane and beats off aliens, ha ha), and this effort runs it close. For such an implausible film, Angels and Demons contains a remarkable number of predictable incidents. Who didn't laugh knowingly when the assassin went to get his reward in the Volkswagen? I felt like shouting, ""You are going to be blown up"". Who didn't know that the heroine was going to find a body in the lab? Who didn't spot the baddie? Technically also, the film was awful. The dialogue was more often indecipherable than clear, while the races across Rome to the next church were accompanied by deafening music. Moreover, many scenes looked like mud. The one redeeming feature was the shots of Rome and what looked like the Vatican -- an achievement, because I am sure that the Vatican officials would not have wanted this dross shot in and around St Peter's -- and the interiors were convincing. Rome is a magic place, and I enjoyed seeing it fleetingly.",0
11862,"This is one heck of a sleazy film. Like so many ""women in chains"" films, this one is chock full of lesbianism. However, unlike most prior films, which strongly implied this, BLACK MAMA, WHITE MAMA shows an awful lot of skin as a horny female prison guard leers at the women as they shower as well as has sex with one of the inmates. For the early 1970s, this is definitely a soft-core pornographic film--sort of like GIRLS GONE WILD GOES TO PRISON! It's also a bad rip-off of THE DEFIANT ONES, though in this case it's two hot females who hate each other who are chained together when they escape. Whereas the original film is considered a classic, this one can only be considered a classic example of bad taste. That's because there is no subtlety and the movie is just cheap--cheap thrills, cheap writing and very cheap acting.<br /><br />Pam Grier is the ""black inmate with an attitude""--a lady who was set up and sent to prison on this hellish island. Margaret Markov is a revolutionary. When they escape, they both can't stand each other and have opposite goals. However, since it is cliché-driven, there's really no surprise in how the film ends--with their both becoming (gag me) friends.",0
11365,"I have to admit I was deceived by the title and the summary on the back of the box. So I popped it in the vcr and kept waiting... and waiting... and waiting for something good to happen. But of course, it never does. The makers of this film should be tied to a chair and made to watch ""Saving Private Ryan"". Maybe they would learn something.",0
146,"The Robot vs. the Aztec Mummy was one of the silliest and least believable films I've ever seen. O.K, I can buy that the woman in the film is a reincarnation of a virgin that was sacrificed to an Aztec God. What I can't buy is that the incredibly phony looking mummy and the even worse looking robot. When you want to watch a film like this, you want to see lots of fighting action. But the robot and the mummy fight for about a minute total! Probably worst of all was the dia de los muertos art they had in the credits. It's the worst I've ever seen. Avoid this one if possible.",0
10960,"This conglomeration fails so miserably on every level that it is difficult to decide what to say. It doesn't merit one line, much less ten, but to adhere to the rules of IMDb, here goes and I probably won't succeed the first time around and have to type some more to make up for this submission to be accepted. LOL<br /><br />If I had seen this schlock during the '70s while I was going through my mushroom phase,I would have still considered it unimaginative and shallow. The most exciting shot for me was the long shot when the elevator door opened and closed.I was on the edge of my seat.<br /><br />One person on here wrote that he had met the creator of this mess, as if that were a red letter day in his life. One can only pray that something far more exciting occurs in that posters life.Get a grip, amigo.",0
6249,"Based on the Elmore Leonard novel of the same name, Killshot suffers from a lack of focus, direction, and creativity  all elements which the original story likely had, and negative test screenings forced severe edits, (including the complete excising of a character) resulting in a film that feels almost nothing like a Leonard story. Far too many characters populate a storyline too simplistic and straightforward (not a typical trait of the author's work) and the focus continually switches between two hit men who are difficult to like and a troubled couple who don't command our sympathy. While the story itself provides precious few twists and turns, sadly by the end of the film its appeal still remains a mystery. <br /><br />Washed-up hit-man Armand ""The Blackbird"" Degas (Mickey Rourke) follows a strict code during his missions that inadvertently sours his latest assignment. Now on the run from his former employer, he haphazardly joins forces with inept misfit criminal Richie Nix (Joseph Gordon-Levitt) to gain some quick cash by extorting a wealthy realtor. When struggling couple Carmen and Wayne Colson (Diane Lane and Thomas Jane) are privy to the thieves' blundered plot, they are forced into hiding as the crazed killers will stop at nothing to silence the two witnesses. <br /><br />Killshot proves that being based on an Elmore Leonard novel isn't grounds for immediate success or even a promising adaptation. The characters, situations, and even resolutions in the film are all tired and unoriginal and only very randomly hint at something more. It's not that there wasn't potential, especially when Rourke's black-garbed, calm and collected assassin perfectly executes a hit during the opening scene  purpose and principals are just continually abandoned as each minute ticks away. The style and manner in which each character is introduced is the most intriguing; visually the roles of Bird and even Wayne are fleshed out befittingly, giving immediate interest and depth to personas that typically end in a creative impasse.<br /><br />The pairing of the cold and calculating Black Bird with the irrational and explosive Richie is an enticing combination (comparisons to Fargo would be extravagantly too kind), except that each character seems to slowly lose track of the traits that kept them initially interesting. As Richie starts picking up the more experienced killer's habits, Bird loosens his grip on his own methods of murder. Regardless of what he sees in his momentary lighthearted fling with Donna (Rosario Dawson), it's hard to imagine that his final confrontation with panicky Carmen would provoke a confession of his true nature and subsequent carelessness that drastically affects his outcome. Likely or not, this is Killshot's unfortunate downfall  and little entertainment can be garnered from these characters who steadily lose their originality by continually contradicting the habits that once made them intriguing. <br /><br />- The Massie Twins",0
1282,"===========BIG SPOILER================================== This is a terrible movie with no likable characters. So many clichés and senseless scenes. It needs a good editor but then there might not be any movie left. Please save your two hours. The only decent and unpredictable scene in the movie was when the younger brother refuses to stop his brother from killing himself. The description read ""moments of dark comedy"". Perhaps I missed those when I blinked. The horrible characters start right with the funeral. The funeral goers are laughing and complaining about the food while at the funeral of a very young man who has committed suicide? Then the father makes digs at the only son left? Right at the funeral? How is it that the next door neighbor whose husband cheated on her with Sigourney Weaver's character is the bad guy for telling the husband? The father doesn't even know his son can play the piano though everyone else around him seems to know he is a great pianist. The movie tries to shove every dramatic cliché possible into one movie: father over-driving athletic son to succeed, dysfunctional family losing a chosen son to suicide, the son left feeling lost and alone, drugs, marital affairs, child conceived via affair but raised as husband's son, incest, homosexual tendencies, bullies, possible terminal illness, etc, etc, etc. DO NOT WASTE YOUR 2 HOURS.",0
9761,"Where do we start with an offering like this? I nearly said film but that would be going a step too far. The only thing hellish about this film is that it is certainly a marriage made in hell, between nothing and nonsense, baloney and balderdash. These films should carry a physiological health warning so as not to damage one's spirit to the point where one might believe that all good film makers have left the planet and their resources have been handed to the dunderheads who have make this classic piece of trite garbage just like it's sister in arms ""League of Extraordinary Twaddle"". They are neither science fiction nor fact, entertaining nor thought provoking, humorous nor weighty but lay in a twilight zone devoid of any and all accoutrements that entice people to give up their valuable time, sit in a darkened room and generally be more enlightened, enlivened or happy at the end of it. If we could award ""Turkey"" points for films like this, this would be a turnip, as we would gone through the turkey, ham, potatoes, sprouts, gravy and all other embellishments before reaching rock bottom.",0
7591,"The synopsis of this movie led me to believe that it would be a story of an unconventional woman challenging the conventions of the society in with she lives. I like strong female characters and expected a movie much along the lines of ""Chocolat"" with a less fairy tale and more bite. What I got was a cast of despicable characters.<br /><br />For a character-driven movie to be effective, I need to feel a connection or compassion for the people. There was no one with whom I could relate in the movie. Grazia (Golino, whose work I admired in ""Rain Man"") portrays a mentally ill, probably bipolar, female that is often rude, aggressive and violent. Her husband bickers and yells, when he is not hitting or slapping someone. The children are rude brats. They yell at each other and the females in the movie. They attack other children with no provocation. Violence begets violence. This seems to be an island of unfeeling, aggressive, violent and rude people all the way around.<br /><br />The direction is not compelling. There are intermixed scenes that attempt to be art, but instead bore the viewer. The location is exceptionally gorgeous, but even that fails to be captured to the degree that it could be on film.<br /><br />I would have to recommend that you stay away from this failure of a movie.",0
6560,"This movies shook my will to live why this abomination isn't the bottom 100 list i don't know.<br /><br />My life was saved by the healing power of danny trejo.<br /><br />Worst movie ever, i dare you watch. It's like a 90 minute collect calling commercial, only much much worse. i rather watch the blue screen it's that bad really",0
5558,"I carefully checked if there's another movie named as this one, and there isn't ! But I really don't think we all saw the same movie ! There's no way ! How can you vote more than ""1"" for this movie ?! The idea of this movie let's say it's acceptable. Oh, and the acting of Dan Gordon (Chris) is quite good. But those are the only two things acceptable in this project. The others are... awful ? It's a very delicate word to describe the acting of the other actors, the directing, the (so said) ""special"" effects, even the way that the crew was filming ! I don't even like the way that the camera operators were moving to record the scenes ! This may be the most miserable film I've ever seen. I really don't remember a movie lower than this one... Maybe there is, but... I don't think so... Ehh, what's done, it's done... That's the movie and there's too late for anyone to change anything. I've voted ""1"", but my realistic vote starts with a ""-"" (minus) in front....",0
2924,"A young doctor and his wife are suddenly expecting a child. Both are disturbed about a two hour memory lapse on the night of conception. Interesting twist on an hackneyed story. Very good F/X and interesting editing. Jillian McWhirter is outstanding in a cast that features Arnold Vosloo, Wilford Brimley and Brad Dourif. Brimley brings normalcy to the outlandish. Kudos to director Brian Yuzna.",0
3942,"This was such a terrible film, almost a comedy sketch of a noir film.The budget was low compared to a blockbuster, but still higher than most.But its where they've decided to cut costs that is totally weird.Some actors are at least competent, while others look like they just been dragged off the street.One of them being the lead actor, hes so very bad that i cringed when ever he said anything (he talks through the ENTIRE movie).Then there's the weird costume choices.At the start of the movie all characters are wearing 1930's clothes.They drive a classic car, but the background is a modern day windfarm thats blatantly state of the art.And the costumes and some settings continue to follow this 30's film noir theme.Then BAM in drives a brand new escalade with 24 inch rims....WTF.Same thing again when a guy has a night scope on his rifle, you get a shot down its sight.Hes aiming at a guy with an mp5 and tactical gear on.In a even stranger contrast the locations are brilliant, and seem to have cost more than the rest of the entire film.The camera shots/angles a very good, and show these locations brilliantly in the scenes.The director has a keen eye for a good looking single shot, but no idea how to do much else.<br /><br />People who should be shot for this film▼<br /><br />The writer The director The casting agent The costume designer<br /><br />People who should be tortured to death for their monotone, monotonous nails on chalk board voice.▼<br /><br />Anton Pardoe- the lead actor, writer, producer If you ever seen the movie Hostel, i wish that would happen to this guy, but he doesn't escape.",0
